,short_position,GKDiving,Composure,Finishing,Vision,Strength,Stamina,Jumping,ShotPower,Reactions,Agility,Dribbling,HeadingAccuracy
1216,front,12.0,78.0,73.0,70.0,73.0,51.0,82.0,75.0,71.0,70.0,74.0,76.0
1217,back,8.0,67.0,45.0,52.0,69.0,68.0,70.0,49.0,73.0,68.0,67.0,78.0
1218,back,8.0,69.0,57.0,70.0,55.0,77.0,73.0,62.0,77.0,86.0,84.0,53.0
1219,midfield,12.0,76.0,54.0,70.0,74.0,73.0,70.0,76.0,72.0,70.0,70.0,66.0
1220,back,8.0,67.0,22.0,40.0,83.0,53.0,65.0,48.0,74.0,51.0,35.0,82.0
1221,midfield,11.0,78.0,60.0,78.0,65.0,70.0,47.0,79.0,75.0,74.0,82.0,50.0
1222,midfield,8.0,61.0,38.0,56.0,89.0,75.0,30.0,77.0,71.0,38.0,60.0,51.0
1223,midfield,13.0,74.0,71.0,70.0,60.0,61.0,71.0,73.0,67.0,85.0,81.0,42.0
1224,front,10.0,70.0,76.0,68.0,70.0,70.0,79.0,74.0,74.0,74.0,77.0,71.0
1225,goalkeeper,76.0,53.0,8.0,48.0,82.0,37.0,67.0,21.0,70.0,30.0,15.0,25.0
1226,front,14.0,67.0,78.0,65.0,71.0,90.0,90.0,79.0,76.0,93.0,80.0,55.0
1227,back,14.0,71.0,38.0,39.0,78.0,61.0,67.0,58.0,74.0,52.0,42.0,79.0
1228,goalkeeper,79.0,46.0,12.0,40.0,68.0,39.0,74.0,19.0,77.0,60.0,13.0,13.0
1229,back,7.0,76.0,42.0,51.0,79.0,69.0,76.0,51.0,73.0,66.0,67.0,73.0
1230,midfield,9.0,74.0,55.0,71.0,74.0,68.0,76.0,75.0,74.0,70.0,71.0,66.0
1231,midfield,14.0,80.0,64.0,74.0,68.0,77.0,62.0,85.0,75.0,78.0,79.0,57.0
1232,midfield,10.0,76.0,48.0,78.0,54.0,78.0,54.0,58.0,74.0,82.0,80.0,54.0
1233,midfield,14.0,69.0,48.0,67.0,85.0,89.0,62.0,79.0,75.0,54.0,69.0,72.0
1234,front,6.0,78.0,77.0,70.0,78.0,77.0,82.0,81.0,76.0,68.0,74.0,78.0
1235,front,7.0,67.0,76.0,59.0,77.0,78.0,77.0,78.0,75.0,68.0,70.0,82.0
1236,back,6.0,70.0,24.0,43.0,71.0,66.0,90.0,35.0,71.0,64.0,44.0,77.0
1237,front,15.0,65.0,75.0,56.0,72.0,79.0,92.0,78.0,72.0,89.0,78.0,71.0
1238,back,7.0,69.0,52.0,66.0,67.0,80.0,59.0,72.0,68.0,83.0,78.0,60.0
1239,midfield,15.0,72.0,58.0,80.0,32.0,68.0,54.0,64.0,74.0,78.0,79.0,24.0
1240,front,14.0,72.0,74.0,75.0,68.0,73.0,62.0,79.0,74.0,75.0,74.0,66.0
1241,midfield,15.0,67.0,64.0,77.0,53.0,77.0,61.0,74.0,77.0,69.0,74.0,48.0
1242,midfield,15.0,72.0,76.0,72.0,77.0,68.0,78.0,80.0,75.0,62.0,77.0,73.0
1243,midfield,16.0,74.0,73.0,71.0,75.0,92.0,75.0,75.0,70.0,70.0,73.0,67.0
1244,midfield,9.0,75.0,47.0,68.0,68.0,70.0,61.0,77.0,76.0,74.0,65.0,59.0
1245,midfield,7.0,75.0,66.0,75.0,64.0,73.0,62.0,79.0,76.0,76.0,76.0,68.0
1246,midfield,7.0,65.0,61.0,59.0,74.0,77.0,64.0,62.0,71.0,63.0,67.0,74.0
1247,back,9.0,72.0,48.0,54.0,68.0,76.0,78.0,66.0,76.0,74.0,69.0,71.0
1248,goalkeeper,77.0,64.0,18.0,42.0,79.0,33.0,75.0,38.0,79.0,58.0,16.0,18.0
1249,midfield,2.0,73.0,55.0,72.0,67.0,84.0,74.0,84.0,74.0,75.0,70.0,63.0
1250,front,13.0,75.0,77.0,70.0,84.0,73.0,89.0,80.0,76.0,50.0,65.0,84.0
1251,midfield,7.0,74.0,71.0,74.0,53.0,74.0,63.0,75.0,74.0,83.0,78.0,59.0
1252,back,13.0,68.0,29.0,52.0,77.0,77.0,86.0,61.0,70.0,78.0,61.0,72.0
1253,midfield,9.0,78.0,74.0,71.0,50.0,65.0,70.0,70.0,77.0,78.0,80.0,43.0
1254,back,12.0,67.0,66.0,66.0,76.0,77.0,72.0,66.0,70.0,76.0,78.0,63.0
1255,midfield,11.0,71.0,66.0,76.0,65.0,79.0,65.0,80.0,67.0,73.0,75.0,55.0
1256,front,12.0,73.0,78.0,71.0,53.0,77.0,71.0,66.0,76.0,83.0,82.0,66.0
1257,front,11.0,69.0,80.0,58.0,67.0,71.0,68.0,69.0,79.0,68.0,73.0,68.0
1258,midfield,6.0,78.0,66.0,76.0,74.0,86.0,79.0,76.0,73.0,84.0,77.0,42.0
1259,midfield,12.0,76.0,64.0,74.0,66.0,78.0,58.0,70.0,76.0,71.0,73.0,41.0
1260,midfield,9.0,75.0,72.0,80.0,67.0,56.0,29.0,77.0,67.0,68.0,82.0,56.0
1261,midfield,15.0,70.0,66.0,79.0,73.0,70.0,58.0,63.0,70.0,62.0,67.0,74.0
1262,midfield,11.0,74.0,66.0,74.0,78.0,78.0,69.0,77.0,74.0,69.0,77.0,65.0
1263,back,14.0,70.0,26.0,33.0,78.0,60.0,79.0,49.0,73.0,43.0,39.0,82.0
1264,front,16.0,80.0,78.0,70.0,80.0,76.0,74.0,74.0,76.0,78.0,74.0,66.0
1265,midfield,8.0,77.0,71.0,79.0,70.0,73.0,57.0,81.0,73.0,72.0,76.0,44.0
1266,midfield,10.0,77.0,55.0,78.0,44.0,73.0,57.0,64.0,78.0,86.0,84.0,47.0
1267,back,15.0,68.0,46.0,34.0,88.0,79.0,56.0,73.0,71.0,48.0,38.0,74.0
1268,back,15.0,74.0,46.0,64.0,72.0,74.0,74.0,74.0,73.0,66.0,75.0,65.0
1269,midfield,4.0,69.0,68.0,72.0,69.0,64.0,69.0,86.0,66.0,82.0,81.0,64.0
1270,back,9.0,74.0,56.0,72.0,67.0,73.0,68.0,76.0,78.0,72.0,73.0,63.0
1271,midfield,9.0,80.0,69.0,77.0,62.0,75.0,65.0,71.0,72.0,79.0,69.0,70.0
1272,back,15.0,70.0,25.0,49.0,86.0,73.0,76.0,48.0,70.0,50.0,50.0,76.0
1273,midfield,16.0,72.0,63.0,83.0,65.0,66.0,55.0,79.0,72.0,85.0,73.0,53.0
1274,midfield,7.0,77.0,60.0,78.0,70.0,78.0,57.0,74.0,73.0,62.0,74.0,62.0
1275,midfield,7.0,72.0,69.0,70.0,57.0,75.0,41.0,79.0,70.0,90.0,80.0,50.0
1276,front,14.0,70.0,75.0,68.0,87.0,66.0,82.0,78.0,67.0,66.0,65.0,87.0
1277,midfield,5.0,80.0,60.0,72.0,68.0,88.0,67.0,75.0,72.0,77.0,77.0,56.0
1278,midfield,15.0,72.0,72.0,74.0,81.0,87.0,77.0,86.0,76.0,81.0,78.0,51.0
1279,midfield,13.0,61.0,72.0,79.0,61.0,77.0,61.0,69.0,76.0,79.0,76.0,45.0
1280,back,7.0,72.0,49.0,49.0,77.0,73.0,71.0,54.0,69.0,60.0,60.0,70.0
1281,front,15.0,74.0,77.0,65.0,81.0,82.0,69.0,77.0,72.0,61.0,65.0,82.0
1282,back,15.0,73.0,51.0,56.0,61.0,80.0,65.0,34.0,75.0,81.0,77.0,66.0
1283,midfield,7.0,80.0,45.0,52.0,80.0,88.0,81.0,65.0,79.0,77.0,50.0,60.0
1284,midfield,8.0,79.0,66.0,70.0,82.0,91.0,77.0,74.0,80.0,81.0,74.0,48.0
1285,midfield,5.0,70.0,64.0,76.0,59.0,79.0,66.0,75.0,74.0,77.0,78.0,45.0
1286,back,9.0,69.0,34.0,59.0,79.0,66.0,78.0,75.0,70.0,59.0,50.0,74.0
1287,goalkeeper,75.0,57.0,11.0,47.0,69.0,37.0,70.0,23.0,73.0,39.0,12.0,22.0
1288,midfield,11.0,74.0,60.0,68.0,65.0,76.0,44.0,74.0,72.0,79.0,83.0,40.0
1289,midfield,5.0,72.0,63.0,77.0,77.0,70.0,70.0,81.0,71.0,72.0,77.0,71.0
1290,midfield,12.0,83.0,70.0,73.0,77.0,55.0,52.0,82.0,64.0,74.0,82.0,60.0
1291,midfield,11.0,70.0,66.0,71.0,75.0,66.0,58.0,74.0,65.0,82.0,81.0,59.0
1292,front,6.0,76.0,78.0,58.0,68.0,58.0,79.0,74.0,72.0,73.0,74.0,76.0
1293,midfield,15.0,71.0,71.0,76.0,61.0,71.0,52.0,82.0,73.0,77.0,78.0,57.0
1294,goalkeeper,76.0,60.0,17.0,49.0,55.0,31.0,68.0,19.0,68.0,53.0,18.0,10.0
1295,midfield,14.0,81.0,69.0,79.0,70.0,69.0,68.0,82.0,66.0,67.0,74.0,71.0
1296,front,12.0,70.0,78.0,67.0,44.0,70.0,91.0,71.0,69.0,91.0,83.0,57.0
1297,midfield,11.0,73.0,72.0,69.0,56.0,76.0,68.0,77.0,78.0,90.0,81.0,44.0
1298,midfield,15.0,80.0,73.0,69.0,55.0,74.0,66.0,74.0,72.0,83.0,82.0,43.0
1299,midfield,12.0,73.0,74.0,71.0,68.0,69.0,77.0,78.0,72.0,82.0,78.0,58.0
1300,midfield,13.0,73.0,76.0,73.0,65.0,76.0,77.0,77.0,77.0,86.0,81.0,65.0
1301,back,7.0,70.0,35.0,44.0,80.0,78.0,90.0,50.0,73.0,65.0,57.0,76.0
1302,midfield,7.0,82.0,67.0,77.0,54.0,60.0,70.0,71.0,71.0,76.0,80.0,47.0
1303,back,15.0,66.0,40.0,45.0,70.0,75.0,77.0,59.0,71.0,62.0,58.0,80.0
1304,back,10.0,58.0,27.0,47.0,87.0,64.0,86.0,67.0,62.0,62.0,46.0,77.0
1305,midfield,12.0,70.0,56.0,76.0,69.0,80.0,53.0,66.0,73.0,70.0,72.0,63.0
1306,midfield,8.0,79.0,68.0,79.0,59.0,69.0,37.0,69.0,79.0,60.0,77.0,49.0
1307,goalkeeper,76.0,56.0,16.0,38.0,67.0,34.0,77.0,23.0,75.0,68.0,14.0,20.0
1308,back,15.0,66.0,52.0,59.0,76.0,74.0,84.0,54.0,74.0,71.0,69.0,68.0
1309,midfield,9.0,70.0,66.0,76.0,70.0,80.0,64.0,76.0,76.0,75.0,78.0,47.0
1310,front,13.0,76.0,77.0,75.0,70.0,55.0,76.0,79.0,74.0,65.0,74.0,76.0
1311,midfield,5.0,75.0,60.0,74.0,75.0,75.0,66.0,72.0,73.0,61.0,74.0,60.0
1312,midfield,9.0,74.0,64.0,73.0,73.0,88.0,69.0,80.0,77.0,79.0,77.0,61.0
1313,back,6.0,76.0,55.0,63.0,64.0,75.0,68.0,69.0,76.0,77.0,74.0,68.0
1314,midfield,12.0,68.0,55.0,76.0,75.0,69.0,70.0,75.0,70.0,71.0,74.0,71.0
1315,midfield,15.0,70.0,70.0,74.0,72.0,89.0,70.0,72.0,70.0,82.0,79.0,58.0
1316,midfield,11.0,74.0,65.0,74.0,68.0,87.0,77.0,75.0,74.0,75.0,74.0,70.0
1317,midfield,9.0,74.0,72.0,78.0,60.0,85.0,52.0,69.0,75.0,80.0,78.0,39.0
1318,back,5.0,74.0,29.0,28.0,81.0,59.0,78.0,65.0,70.0,58.0,50.0,76.0
1319,midfield,5.0,67.0,59.0,76.0,69.0,75.0,68.0,80.0,70.0,76.0,78.0,60.0
1320,midfield,14.0,76.0,60.0,72.0,75.0,90.0,79.0,74.0,79.0,62.0,68.0,70.0
1321,back,10.0,64.0,28.0,31.0,71.0,74.0,60.0,50.0,71.0,66.0,62.0,74.0
1322,front,14.0,77.0,72.0,78.0,64.0,71.0,81.0,70.0,78.0,78.0,78.0,73.0
1323,back,9.0,71.0,28.0,64.0,89.0,82.0,63.0,69.0,75.0,40.0,51.0,76.0
1324,front,7.0,80.0,72.0,77.0,78.0,70.0,54.0,86.0,71.0,74.0,84.0,63.0
1325,back,9.0,67.0,66.0,68.0,65.0,83.0,90.0,75.0,71.0,78.0,76.0,61.0
1326,midfield,13.0,75.0,48.0,70.0,86.0,81.0,74.0,75.0,74.0,67.0,73.0,75.0
1327,front,7.0,77.0,76.0,69.0,76.0,70.0,71.0,87.0,72.0,75.0,75.0,70.0
1328,back,11.0,71.0,44.0,42.0,91.0,57.0,58.0,46.0,65.0,32.0,51.0,77.0
1329,front,14.0,71.0,73.0,73.0,57.0,66.0,74.0,71.0,76.0,76.0,78.0,68.0
1330,back,12.0,76.0,19.0,33.0,73.0,63.0,72.0,50.0,76.0,65.0,53.0,74.0
1331,front,15.0,80.0,80.0,59.0,76.0,69.0,90.0,74.0,74.0,78.0,69.0,76.0
1332,back,8.0,78.0,58.0,72.0,65.0,77.0,78.0,70.0,79.0,78.0,78.0,60.0
1333,front,2.0,82.0,79.0,70.0,86.0,44.0,55.0,79.0,80.0,33.0,67.0,90.0
1334,back,12.0,69.0,36.0,55.0,77.0,79.0,83.0,62.0,72.0,65.0,56.0,74.0
1335,midfield,7.0,74.0,71.0,75.0,65.0,66.0,81.0,77.0,73.0,86.0,79.0,67.0
1336,front,14.0,72.0,75.0,75.0,64.0,75.0,73.0,75.0,76.0,73.0,75.0,61.0
1337,back,16.0,70.0,49.0,55.0,78.0,78.0,72.0,64.0,70.0,54.0,70.0,78.0
1338,back,7.0,75.0,41.0,44.0,83.0,68.0,81.0,71.0,77.0,38.0,45.0,73.0
1339,midfield,11.0,76.0,65.0,72.0,67.0,72.0,68.0,75.0,74.0,83.0,83.0,66.0
1340,midfield,6.0,76.0,72.0,77.0,33.0,73.0,32.0,69.0,74.0,83.0,77.0,56.0
1341,midfield,12.0,76.0,38.0,67.0,75.0,76.0,87.0,69.0,73.0,61.0,71.0,68.0
1342,midfield,11.0,76.0,72.0,72.0,68.0,77.0,71.0,76.0,77.0,78.0,78.0,74.0
1343,midfield,14.0,75.0,69.0,69.0,66.0,72.0,48.0,75.0,72.0,79.0,79.0,44.0
1344,back,14.0,68.0,43.0,51.0,76.0,63.0,71.0,71.0,68.0,54.0,50.0,79.0
1345,front,12.0,70.0,81.0,56.0,81.0,76.0,64.0,76.0,72.0,66.0,70.0,72.0
1346,midfield,15.0,70.0,67.0,76.0,61.0,83.0,61.0,72.0,71.0,75.0,77.0,42.0
1347,front,11.0,71.0,75.0,67.0,75.0,72.0,72.0,80.0,75.0,75.0,72.0,65.0
1348,midfield,12.0,76.0,70.0,75.0,90.0,79.0,70.0,93.0,70.0,65.0,75.0,63.0
1349,goalkeeper,75.0,57.0,14.0,45.0,70.0,34.0,65.0,23.0,72.0,40.0,13.0,10.0
1350,goalkeeper,78.0,57.0,12.0,62.0,54.0,33.0,69.0,24.0,72.0,62.0,22.0,19.0
1351,back,10.0,72.0,58.0,66.0,78.0,87.0,81.0,76.0,74.0,76.0,77.0,70.0
1352,midfield,10.0,77.0,72.0,81.0,61.0,71.0,62.0,83.0,73.0,84.0,76.0,42.0
1353,midfield,8.0,77.0,66.0,74.0,55.0,70.0,60.0,74.0,65.0,78.0,79.0,51.0
1354,goalkeeper,75.0,58.0,14.0,58.0,61.0,27.0,75.0,37.0,70.0,58.0,11.0,14.0
1355,midfield,13.0,71.0,74.0,74.0,68.0,71.0,64.0,81.0,77.0,77.0,78.0,60.0
1356,back,15.0,66.0,49.0,49.0,81.0,68.0,72.0,68.0,75.0,69.0,56.0,75.0
1357,front,10.0,76.0,75.0,72.0,82.0,72.0,82.0,78.0,76.0,58.0,70.0,83.0
1358,back,11.0,77.0,67.0,72.0,66.0,85.0,79.0,82.0,78.0,77.0,80.0,62.0
1359,back,7.0,67.0,32.0,59.0,87.0,66.0,55.0,53.0,68.0,40.0,35.0,76.0
1360,goalkeeper,79.0,68.0,12.0,47.0,52.0,40.0,67.0,25.0,74.0,69.0,14.0,22.0
1361,midfield,11.0,68.0,59.0,66.0,86.0,54.0,75.0,77.0,73.0,56.0,71.0,76.0
1362,front,9.0,72.0,80.0,61.0,61.0,69.0,77.0,70.0,72.0,85.0,75.0,78.0
1363,front,8.0,65.0,78.0,65.0,69.0,61.0,55.0,76.0,79.0,62.0,76.0,77.0
1364,goalkeeper,78.0,57.0,16.0,39.0,69.0,30.0,63.0,39.0,74.0,31.0,19.0,20.0
1365,midfield,14.0,74.0,65.0,74.0,74.0,84.0,67.0,81.0,75.0,74.0,75.0,64.0
1366,midfield,7.0,68.0,69.0,66.0,68.0,89.0,67.0,74.0,73.0,76.0,78.0,45.0
1367,back,14.0,71.0,40.0,70.0,78.0,73.0,68.0,72.0,76.0,61.0,64.0,77.0
1368,midfield,7.0,69.0,72.0,82.0,73.0,78.0,71.0,75.0,66.0,73.0,73.0,61.0
1369,midfield,13.0,66.0,58.0,64.0,73.0,81.0,91.0,73.0,71.0,74.0,67.0,68.0
1370,midfield,15.0,76.0,63.0,72.0,77.0,79.0,65.0,80.0,75.0,74.0,78.0,72.0
1371,back,9.0,64.0,26.0,30.0,83.0,69.0,33.0,48.0,74.0,46.0,56.0,77.0
1372,front,7.0,75.0,76.0,70.0,63.0,75.0,76.0,72.0,79.0,74.0,80.0,73.0
1373,front,16.0,70.0,76.0,71.0,91.0,69.0,75.0,81.0,70.0,63.0,70.0,77.0
1374,goalkeeper,77.0,56.0,11.0,40.0,62.0,41.0,63.0,25.0,75.0,48.0,15.0,13.0
1375,front,14.0,72.0,76.0,63.0,80.0,80.0,82.0,73.0,77.0,73.0,71.0,79.0
1376,back,11.0,69.0,40.0,59.0,83.0,76.0,75.0,59.0,71.0,61.0,62.0,82.0
1377,back,15.0,67.0,25.0,32.0,91.0,64.0,77.0,59.0,70.0,33.0,51.0,82.0
1378,midfield,9.0,61.0,73.0,68.0,65.0,63.0,69.0,70.0,69.0,74.0,79.0,47.0
1379,front,9.0,65.0,69.0,74.0,59.0,85.0,65.0,79.0,76.0,87.0,75.0,66.0
1380,midfield,14.0,75.0,63.0,75.0,66.0,84.0,68.0,81.0,76.0,78.0,76.0,59.0
1381,back,9.0,68.0,54.0,60.0,62.0,83.0,76.0,65.0,75.0,75.0,74.0,68.0
1382,midfield,12.0,72.0,49.0,68.0,75.0,85.0,69.0,65.0,73.0,65.0,70.0,68.0
1383,goalkeeper,80.0,56.0,13.0,41.0,74.0,43.0,77.0,22.0,75.0,57.0,14.0,12.0
1384,midfield,10.0,80.0,78.0,72.0,67.0,85.0,73.0,70.0,84.0,44.0,73.0,54.0
1385,midfield,6.0,74.0,74.0,77.0,65.0,79.0,34.0,76.0,74.0,77.0,77.0,57.0
1386,front,6.0,68.0,76.0,56.0,74.0,71.0,85.0,73.0,76.0,79.0,73.0,76.0
1387,midfield,9.0,76.0,80.0,78.0,72.0,66.0,72.0,76.0,74.0,69.0,79.0,76.0
1388,back,13.0,56.0,53.0,35.0,85.0,69.0,86.0,80.0,71.0,52.0,50.0,86.0
1389,back,15.0,66.0,51.0,39.0,75.0,69.0,82.0,65.0,69.0,67.0,60.0,74.0
1390,back,15.0,75.0,35.0,35.0,90.0,76.0,37.0,68.0,73.0,42.0,54.0,71.0
1391,front,12.0,76.0,79.0,78.0,77.0,69.0,82.0,77.0,74.0,77.0,75.0,77.0
1392,back,13.0,72.0,32.0,63.0,68.0,68.0,87.0,47.0,77.0,65.0,61.0,72.0
1393,front,6.0,69.0,75.0,69.0,70.0,79.0,70.0,76.0,76.0,78.0,77.0,76.0
1394,midfield,11.0,70.0,50.0,69.0,90.0,84.0,92.0,69.0,72.0,70.0,75.0,66.0
1395,back,13.0,73.0,22.0,37.0,82.0,55.0,67.0,64.0,69.0,52.0,31.0,75.0
1396,back,12.0,70.0,30.0,36.0,83.0,61.0,51.0,60.0,67.0,51.0,58.0,73.0
1397,front,11.0,75.0,77.0,77.0,65.0,59.0,66.0,80.0,74.0,83.0,79.0,65.0
1398,back,11.0,63.0,24.0,41.0,83.0,61.0,65.0,59.0,73.0,54.0,35.0,74.0
1399,back,7.0,74.0,50.0,56.0,74.0,81.0,72.0,60.0,77.0,67.0,64.0,73.0
1400,midfield,14.0,73.0,71.0,74.0,54.0,72.0,72.0,73.0,72.0,90.0,83.0,59.0
1401,back,13.0,66.0,49.0,62.0,48.0,77.0,71.0,74.0,75.0,79.0,75.0,59.0
1402,back,14.0,69.0,45.0,51.0,86.0,62.0,82.0,76.0,67.0,68.0,57.0,77.0
1403,front,7.0,76.0,76.0,64.0,86.0,69.0,81.0,75.0,71.0,77.0,75.0,73.0
1404,front,9.0,73.0,75.0,67.0,74.0,80.0,90.0,80.0,72.0,80.0,74.0,71.0
1405,midfield,9.0,73.0,67.0,77.0,49.0,74.0,54.0,85.0,67.0,79.0,74.0,41.0
1406,back,10.0,67.0,47.0,58.0,87.0,88.0,83.0,66.0,72.0,68.0,71.0,73.0
1407,midfield,11.0,69.0,73.0,72.0,64.0,72.0,77.0,80.0,73.0,76.0,80.0,65.0
1408,front,3.0,71.0,75.0,70.0,92.0,74.0,69.0,76.0,72.0,56.0,75.0,77.0
1409,front,6.0,62.0,79.0,48.0,80.0,65.0,78.0,81.0,69.0,72.0,69.0,74.0
1410,back,9.0,73.0,36.0,46.0,86.0,80.0,70.0,55.0,72.0,60.0,65.0,75.0
1411,goalkeeper,78.0,54.0,12.0,39.0,79.0,28.0,53.0,22.0,65.0,25.0,17.0,13.0
1412,midfield,10.0,83.0,68.0,72.0,60.0,91.0,81.0,67.0,83.0,82.0,75.0,52.0
1413,front,11.0,70.0,74.0,72.0,74.0,74.0,81.0,72.0,75.0,86.0,80.0,74.0
1414,back,6.0,72.0,57.0,64.0,72.0,80.0,80.0,65.0,74.0,73.0,74.0,63.0
1415,midfield,7.0,66.0,73.0,65.0,71.0,79.0,76.0,74.0,74.0,85.0,74.0,76.0
1416,midfield,7.0,75.0,73.0,77.0,58.0,74.0,65.0,73.0,74.0,93.0,82.0,55.0
1417,midfield,9.0,69.0,58.0,74.0,75.0,74.0,63.0,78.0,75.0,68.0,75.0,63.0
1418,front,10.0,73.0,81.0,62.0,90.0,81.0,74.0,80.0,75.0,47.0,68.0,84.0
1419,back,15.0,72.0,73.0,74.0,54.0,75.0,69.0,75.0,76.0,84.0,81.0,55.0
1420,front,7.0,72.0,83.0,65.0,81.0,67.0,78.0,74.0,74.0,60.0,69.0,84.0
1421,back,6.0,76.0,51.0,64.0,74.0,72.0,75.0,76.0,70.0,70.0,73.0,70.0
1422,front,13.0,73.0,74.0,69.0,83.0,71.0,73.0,76.0,73.0,69.0,78.0,69.0
1423,midfield,9.0,70.0,70.0,78.0,64.0,60.0,58.0,74.0,70.0,76.0,79.0,52.0
1424,back,6.0,68.0,22.0,48.0,77.0,69.0,72.0,42.0,68.0,62.0,58.0,71.0
1425,back,12.0,69.0,22.0,56.0,80.0,61.0,74.0,59.0,65.0,44.0,58.0,75.0
1426,goalkeeper,76.0,58.0,13.0,42.0,82.0,35.0,40.0,14.0,72.0,19.0,16.0,10.0
1427,back,13.0,59.0,26.0,55.0,84.0,64.0,71.0,60.0,66.0,54.0,44.0,74.0
1428,back,14.0,72.0,60.0,68.0,64.0,88.0,56.0,68.0,71.0,75.0,77.0,58.0
1429,back,9.0,69.0,29.0,50.0,90.0,68.0,54.0,68.0,69.0,53.0,62.0,73.0
1430,midfield,15.0,76.0,50.0,64.0,80.0,91.0,73.0,75.0,76.0,64.0,71.0,62.0
1431,back,15.0,75.0,40.0,51.0,86.0,79.0,71.0,48.0,72.0,41.0,31.0,73.0
1432,goalkeeper,79.0,57.0,18.0,37.0,35.0,44.0,62.0,25.0,66.0,52.0,17.0,15.0
1433,back,15.0,78.0,50.0,58.0,80.0,64.0,91.0,64.0,69.0,60.0,50.0,80.0
1434,midfield,6.0,75.0,74.0,67.0,65.0,73.0,83.0,74.0,68.0,86.0,85.0,65.0
1435,back,15.0,77.0,37.0,63.0,53.0,71.0,53.0,58.0,77.0,79.0,76.0,43.0
1436,back,6.0,78.0,52.0,73.0,81.0,66.0,68.0,76.0,73.0,62.0,69.0,59.0
1437,back,11.0,71.0,26.0,49.0,78.0,73.0,81.0,50.0,74.0,59.0,49.0,79.0
1438,midfield,10.0,70.0,68.0,77.0,64.0,77.0,78.0,84.0,74.0,79.0,78.0,52.0
1439,front,8.0,77.0,79.0,58.0,84.0,68.0,65.0,79.0,75.0,54.0,63.0,80.0
1440,midfield,7.0,70.0,76.0,69.0,79.0,75.0,67.0,75.0,73.0,78.0,78.0,77.0
1441,back,16.0,66.0,55.0,68.0,65.0,77.0,69.0,56.0,66.0,82.0,81.0,52.0
1442,midfield,10.0,69.0,58.0,74.0,68.0,76.0,49.0,81.0,75.0,66.0,72.0,59.0
1443,midfield,8.0,72.0,73.0,72.0,68.0,78.0,64.0,73.0,74.0,78.0,74.0,59.0
1444,back,8.0,72.0,43.0,69.0,65.0,76.0,49.0,72.0,74.0,72.0,76.0,64.0
1445,midfield,11.0,74.0,65.0,75.0,67.0,77.0,83.0,76.0,71.0,74.0,75.0,66.0
1446,midfield,11.0,77.0,63.0,74.0,70.0,89.0,92.0,67.0,77.0,66.0,69.0,65.0
1447,back,15.0,68.0,40.0,62.0,75.0,90.0,71.0,70.0,69.0,68.0,72.0,65.0
1448,front,6.0,73.0,74.0,72.0,86.0,75.0,71.0,77.0,70.0,59.0,80.0,75.0
1449,front,8.0,74.0,70.0,72.0,73.0,66.0,78.0,82.0,70.0,84.0,78.0,52.0
1450,midfield,12.0,70.0,59.0,73.0,66.0,77.0,59.0,43.0,72.0,67.0,71.0,42.0
1451,back,15.0,73.0,23.0,47.0,76.0,67.0,80.0,45.0,75.0,55.0,52.0,76.0
1452,back,9.0,71.0,54.0,77.0,75.0,75.0,77.0,78.0,74.0,73.0,78.0,67.0
1453,midfield,14.0,77.0,65.0,73.0,54.0,76.0,68.0,64.0,75.0,87.0,81.0,28.0
1454,goalkeeper,72.0,56.0,13.0,44.0,80.0,29.0,59.0,36.0,70.0,32.0,20.0,13.0
1455,back,16.0,67.0,43.0,69.0,52.0,81.0,69.0,71.0,74.0,77.0,76.0,55.0
1456,back,12.0,70.0,40.0,56.0,71.0,77.0,70.0,79.0,74.0,73.0,71.0,65.0
1457,back,7.0,68.0,26.0,32.0,70.0,74.0,73.0,39.0,78.0,62.0,48.0,78.0
1458,goalkeeper,71.0,66.0,7.0,71.0,84.0,23.0,69.0,21.0,77.0,42.0,8.0,8.0
1459,midfield,8.0,62.0,74.0,75.0,60.0,72.0,74.0,72.0,69.0,79.0,80.0,52.0
1460,goalkeeper,76.0,63.0,22.0,64.0,78.0,42.0,69.0,24.0,68.0,71.0,17.0,18.0
1461,midfield,14.0,77.0,65.0,77.0,34.0,76.0,62.0,65.0,76.0,90.0,73.0,49.0
1462,back,14.0,71.0,53.0,68.0,62.0,74.0,90.0,71.0,73.0,74.0,76.0,64.0
1463,midfield,14.0,68.0,67.0,72.0,63.0,78.0,64.0,71.0,73.0,79.0,77.0,49.0
1464,back,7.0,72.0,35.0,43.0,83.0,70.0,76.0,49.0,74.0,61.0,43.0,76.0
1465,midfield,15.0,72.0,65.0,63.0,84.0,88.0,77.0,74.0,79.0,62.0,68.0,79.0
1466,front,8.0,64.0,76.0,70.0,65.0,84.0,64.0,77.0,75.0,86.0,76.0,72.0
1467,midfield,14.0,69.0,67.0,76.0,74.0,73.0,72.0,76.0,72.0,66.0,74.0,57.0
1468,midfield,8.0,76.0,65.0,78.0,73.0,72.0,61.0,74.0,77.0,65.0,76.0,57.0
1469,midfield,11.0,75.0,60.0,77.0,48.0,72.0,34.0,62.0,65.0,84.0,80.0,36.0
1470,midfield,11.0,72.0,66.0,76.0,44.0,68.0,48.0,74.0,66.0,81.0,77.0,46.0
1471,midfield,11.0,75.0,68.0,72.0,68.0,58.0,69.0,76.0,66.0,84.0,81.0,50.0
